0.188600,0.158700,-0.636000,-0.006830,-0.094590,-178.974944,0.000917,0.000458,0.004899,0.000463,0.000164,0.209096,2025-10-21 13:55:17.521
0.217600,0.159233,-0.490667,-0.006063,-0.062433,-178.932829,0.001052,0.000616,0.018062,0.000048,0.000047,0.030813,2025-10-21 13:55:48.013
0.230033,0.158033,-0.260000,-0.005553,-0.048323,-179.202002,0.000752,0.001402,0.024495,0.000056,0.000067,0.023130,2025-10-21 13:55:59.200
0.250567,0.158567,-0.125333,-0.004953,-0.024580,-179.408185,0.000667,0.000920,0.015861,0.000050,0.000040,0.007889,2025-10-21 13:56:11.047
0.258767,0.158933,-0.172333,-0.004700,-0.015700,-179.441694,0.000883,0.001389,0.020605,0.000000,0.000000,0.006098,2025-10-21 13:56:19.427
0.269100,0.158533,-0.106000,-0.004500,-0.004600,-179.565477,0.001044,0.001118,0.017049,0.000000,0.000000,0.004563,2025-10-21 13:56:27.483
0.276800,0.159467,-0.110000,-0.004243,0.004817,-179.637257,0.000792,0.000806,0.014376,0.000050,0.000037,0.008329,2025-10-21 13:56:36.358
0.285667,0.158567,-0.083000,-0.004010,0.016100,-179.703726,0.000978,0.000803,0.019175,0.000030,0.000000,0.010889,2025-10-21 13:56:47.908
0.315633,0.159700,-0.181667,-0.003487,0.049587,-179.870724,0.000657,0.000640,0.016948,0.000034,0.000034,0.013732,2025-10-21 13:56:58.962
0.324133,0.160333,-0.215333,-0.003377,0.059227,-179.922727,0.000562,0.000745,0.015861,0.000062,0.000057,0.029066,2025-10-21 13:57:11.009
0.286400,0.140300,88.984667,-0.011000,-0.000900,91.278481,0.000611,0.000458,0.006182,0.000000,0.000000,0.004636,2025-10-21 13:57:48.267
0.288500,0.154867,89.397000,-0.027100,-0.000300,90.830042,0.001057,0.000884,0.015948,0.000000,0.000000,0.010287,2025-10-21 13:57:54.964
0.286000,0.169067,89.114667,-0.042300,0.000147,91.025422,0.000894,0.000814,0.025526,0.000000,0.000050,0.019504,2025-10-21 13:58:01.367
0.286933,0.178333,89.313000,-0.053927,0.000637,90.913724,0.000814,0.001135,0.019519,0.000063,0.000075,0.053148,2025-10-21 13:58:12.850
0.286900,0.185967,89.523333,-0.062287,0.000977,90.780602,0.000790,0.000547,0.018499,0.000062,0.000062,0.039425,2025-10-21 13:58:19.813
0.287367,0.196233,89.824333,-0.073517,0.001337,90.544389,0.000948,0.000559,0.018741,0.000045,0.000048,0.028530,2025-10-21 13:58:27.105
0.285900,0.077367,91.170333,0.059187,-0.003200,89.349223,0.001221,0.000836,0.009826,0.000034,0.000026,0.029633,2025-10-21 13:58:38.986
0.286600,0.086033,90.631000,0.049800,-0.003103,89.854060,0.000611,0.000547,0.014457,0.000000,0.000018,0.015726,2025-10-21 13:58:47.335
0.281567,0.089033,65.932667,0.050230,0.000270,114.451735,0.000667,0.000657,0.015478,0.000059,0.000046,0.032167,2025-10-21 13:59:02.253
0.299033,0.127367,64.588000,0.008513,0.020263,115.647816,0.000482,0.000482,0.008327,0.000034,0.000048,0.010384,2025-10-21 13:59:14.658
0.263600,0.050967,62.874667,0.090920,-0.018603,117.004669,0.000490,0.001303,0.050381,0.000079,0.000122,0.079310,2025-10-21 13:59:23.603
0.275767,0.079233,-34.850667,0.097030,-0.005240,-145.318583,0.000423,0.000423,0.019310,0.000146,0.000268,0.163325,2025-10-21 13:59:37.759
0.276767,0.077667,-30.126000,0.098350,-0.000257,-156.523698,0.000989,0.001886,5.411131,0.000072,0.000143,0.111327,2025-10-21 13:59:42.248
0.285633,0.074467,-39.279333,0.104157,0.004610,-141.023347,0.000482,0.000763,0.006799,0.000247,0.000295,0.151088,2025-10-21 13:59:50.993
0.241167,0.110633,-40.404000,0.061920,-0.044957,-139.911313,0.000582,0.000547,0.009165,0.000060,0.000062,0.079936,2025-10-21 14:00:01.455
0.201400,0.144667,-41.655000,0.023797,-0.089227,-138.661214,0.000490,0.000943,0.020616,0.000117,0.000112,0.099599,2025-10-21 14:00:12.276
0.210767,0.133067,-3.283333,0.024590,-0.069987,-176.543779,0.000423,0.000573,0.030037,0.000040,0.000056,0.029755,2025-10-21 14:00:25.740
0.234233,0.126300,47.803667,0.012597,-0.047450,132.873806,0.000883,0.000458,0.231567,0.000048,0.000050,0.028978,2025-10-21 14:00:34.089
0.250133,0.135667,94.899000,-0.006400,-0.044100,85.436140,0.000846,0.000471,0.013748,0.000000,0.000000,0.013542,2025-10-21 14:00:43.494
0.259200,0.148033,144.007333,-0.015090,-0.051993,36.206915,0.000872,0.001110,0.016918,0.000040,0.000036,0.025091,2025-10-21 14:00:50.690
0.256933,0.156867,174.061333,-0.013397,-0.059200,6.136784,0.000573,0.000618,0.019102,0.000048,0.000037,0.024760,2025-10-21 14:01:00.428
0.248100,0.160633,-152.288333,-0.006587,-0.071447,-27.527635,0.000746,0.000912,0.013437,0.000067,0.000081,0.049243,2025-10-21 14:01:08.247
0.243000,0.159400,-139.052000,-0.001693,-0.075110,-40.949492,0.001033,0.000490,0.012220,0.000081,0.000091,0.057310,2025-10-21 14:01:17.550
0.213567,0.136167,-139.043000,0.024640,-0.107360,-40.870388,0.000496,0.000373,0.011000,0.000222,0.000111,0.105685,2025-10-21 14:01:29.103
0.287633,0.199233,-138.333333,-0.043527,-0.023500,-40.905728,0.000482,0.000616,0.011926,0.000044,0.000026,0.025001,2025-10-21 14:01:40.255
0.336567,0.243600,-136.132333,-0.092410,0.031957,-43.265114,0.000496,0.000712,0.009195,0.000101,0.000163,0.099235,2025-10-21 14:01:53.622
0.322400,0.227600,143.167667,-0.102260,0.022670,36.703513,0.000663,0.000490,0.013828,0.000143,0.000403,0.305048,2025-10-21 14:02:20.816
0.378300,0.181233,138.705667,-0.050743,0.084370,41.075838,0.000458,0.000883,0.024588,0.000447,0.000159,0.423933,2025-10-21 14:02:35.632
