vloc_x,vloc_y,vloc_yaw,gls_x,gls_y,gls_yaw,vloc_stddev_x,vloc_stddev_y,vloc_stddev_yaw,gls_stddev_x,gls_stddev_y,gls_stddev_yaw,timestamp,status
-0.058000,0.060400,-1.572000,0.007900,-0.024500,-178.455824,0.000000,0.000490,0.009798,0.000000,0.000000,0.007141,2025-10-22 18:56:41.653,47
-0.051000,0.059700,-1.593000,0.008800,-0.016200,-178.476150,0.000000,0.000458,0.004583,0.000000,0.000000,0.007452,2025-10-22 18:56:56.106,47
-0.063300,0.059300,-1.414000,0.008220,-0.030970,-178.559648,0.000458,0.000458,0.004899,0.000040,0.000046,0.011985,2025-10-22 18:57:00.132,47
