vloc_x,vloc_y,vloc_yaw,gls_x,gls_y,gls_yaw,vloc_stddev_x,vloc_stddev_y,vloc_stddev_yaw,gls_stddev_x,gls_stddev_y,gls_stddev_yaw,timestamp,status
0.002900,0.008500,178.755000,-0.033540,0.008310,90.719077,0.000700,0.000806,0.013601,0.000049,0.000030,0.015381,2025-10-29 12:55:16.079,47
-0.005900,0.007000,167.346000,-0.042920,0.011300,102.100711,0.000300,0.000000,0.011136,0.000040,0.000000,0.011271,2025-10-29 12:55:22.976,39
-0.019600,0.009700,155.851000,-0.056820,0.018010,113.587268,0.000490,0.001187,0.009434,0.000040,0.000030,0.025655,2025-10-29 12:55:32.084,39
0.041000,-0.017300,153.123000,0.011510,-0.013560,116.572893,0.000000,0.000458,0.009000,0.000030,0.000049,0.009126,2025-10-29 12:55:37.990,47
0.029100,-0.016100,132.903000,0.004190,-0.004470,136.743858,0.000300,0.000943,0.013454,0.000030,0.000046,0.026805,2025-10-29 12:55:43.469,47
0.010000,-0.000900,98.617000,-0.001600,0.012100,170.945891,0.000000,0.000831,0.043139,0.000000,0.000000,0.010069,2025-10-29 12:55:52.478,47
0.001000,0.005000,64.432000,0.002320,0.015100,-154.843837,0.000000,0.000000,0.031875,0.000040,0.000000,0.015769,2025-10-29 12:56:02.773,47
-0.003400,0.010000,31.219000,0.004800,0.011510,-121.511948,0.000490,0.000000,0.017578,0.000000,0.000030,0.004563,2025-10-29 12:56:13.367,47
-0.009000,0.014000,0.537000,0.002000,0.006670,-90.838832,0.000000,0.000775,0.017916,0.000000,0.000046,0.005382,2025-10-29 12:56:19.471,47
-0.008400,0.021200,-28.160000,-0.001500,0.004000,-62.060366,0.000490,0.000400,0.016125,0.000000,0.000000,0.007846,2025-10-29 12:56:25.676,47
-0.003400,0.029000,-59.161000,-0.007800,0.005260,-30.956572,0.001497,0.000000,0.018138,0.000000,0.000049,0.004944,2025-10-29 12:56:31.088,47
0.004900,0.022700,-95.418000,-0.012210,-0.002010,5.106052,0.000831,0.000458,0.016613,0.000030,0.000030,0.003685,2025-10-29 12:56:37.787,47
0.010200,0.011200,-130.392000,-0.019220,-0.008900,39.938169,0.000748,0.000748,0.014697,0.000040,0.000000,0.003517,2025-10-29 12:56:44.684,47
-0.000400,-0.002600,-160.528000,-0.036200,-0.014280,69.960875,0.000490,0.001356,0.042615,0.000045,0.000040,0.029806,2025-10-29 12:56:51.779,47
-0.013800,-0.010400,-178.272000,-0.053810,-0.014800,87.613697,0.000400,0.000490,0.015362,0.000030,0.000045,0.028273,2025-10-29 12:56:59.369,39
