0.188600,0.158700,-0.636000,-0.006830,-0.094590,-178.974944,0.000917,0.000458,0.004899,0.000463,0.000164,0.209096,2025-10-21 13:55:17.521
0.217600,0.159233,-0.490667,-0.006063,-0.062433,-178.932829,0.001052,0.000616,0.018062,0.000048,0.000047,0.030813,2025-10-21 13:55:48.013
0.230033,0.158033,-0.260000,-0.005553,-0.048323,-179.202002,0.000752,0.001402,0.024495,0.000056,0.000067,0.023130,2025-10-21 13:55:59.200
0.250567,0.158567,-0.125333,-0.004953,-0.024580,-179.408185,0.000667,0.000920,0.015861,0.000050,0.000040,0.007889,2025-10-21 13:56:11.047
0.258767,0.158933,-0.172333,-0.004700,-0.015700,-179.441694,0.000883,0.001389,0.020605,0.000000,0.000000,0.006098,2025-10-21 13:56:19.427
0.269100,0.158533,-0.106000,-0.004500,-0.004600,-179.565477,0.001044,0.001118,0.017049,0.000000,0.000000,0.004563,2025-10-21 13:56:27.483
0.276800,0.159467,-0.110000,-0.004243,0.004817,-179.637257,0.000792,0.000806,0.014376,0.000050,0.000037,0.008329,2025-10-21 13:56:36.358
0.285667,0.158567,-0.083000,-0.004010,0.016100,-179.703726,0.000978,0.000803,0.019175,0.000030,0.000000,0.010889,2025-10-21 13:56:47.908
0.315633,0.159700,-0.181667,-0.003487,0.049587,-179.870724,0.000657,0.000640,0.016948,0.000034,0.000034,0.013732,2025-10-21 13:56:58.962
0.324133,0.160333,-0.215333,-0.003377,0.059227,-179.922727,0.000562,0.000745,0.015861,0.000062,0.000057,0.029066,2025-10-21 13:57:11.009
